id,target
nxpucs3337,1
nxpucs3338,3
nxpucs3339,4
nxpucs3340,0
nxpucs3341,0
nxpucs3342,1
nxpucs3343,2
nxpucs3344,0
nxpucs3345,4
nxpucs3346,2
nxpucs3347,0
nxpucs3348,0
nxpucs3349,4
nxpucs3350,4
nxpucs3351,1
nxpucs3352,2
nxpucs3353,4
nxpucs3354,0
nxpucs3355,0
nxpucs3356,4
nxpucs3357,0
nxpucs3358,0
nxpucs3359,1
nxpucs3360,3
nxpucs3361,0
nxpucs3362,4
nxpucs3363,0
nxpucs3364,3
nxpucs3365,1
nxpucs3366,4
nxpucs3367,0
nxpucs3368,2
nxpucs3369,0
nxpucs3370,3
nxpucs3371,3
nxpucs3372,2
nxpucs3373,0
nxpucs3374,3
nxpucs3375,0
nxpucs3376,2
nxpucs3377,0
nxpucs3378,3
nxpucs3379,4
nxpucs3380,2
nxpucs3381,0
nxpucs3382,4
nxpucs3383,0
nxpucs3384,0
nxpucs3385,4
nxpucs3386,2
nxpucs3387,3
nxpucs3388,1
nxpucs3389,2
nxpucs3390,1
nxpucs3391,0
nxpucs3392,1
nxpucs3393,3
nxpucs3394,4
nxpucs3395,0
nxpucs3396,1
nxpucs3397,3
nxpucs3398,4
nxpucs3399,1
nxpucs3400,1
nxpucs3401,3
nxpucs3402,2
nxpucs3403,1
nxpucs3404,3
nxpucs3405,4
nxpucs3406,4
nxpucs3407,4
nxpucs3408,1
nxpucs3409,4
nxpucs3410,4
nxpucs3411,1
nxpucs3412,3
nxpucs3413,0
nxpucs3414,2
nxpucs3415,2
nxpucs3416,0
nxpucs3417,1
nxpucs3418,0
nxpucs3419,4
nxpucs3420,4
nxpucs3421,2
nxpucs3422,0
nxpucs3423,2
nxpucs3424,4
nxpucs3425,1
nxpucs3426,0
nxpucs3427,0
nxpucs3428,3
nxpucs3429,3
nxpucs3430,4
nxpucs3431,2
nxpucs3432,2
nxpucs3433,1
nxpucs3434,1
nxpucs3435,2
nxpucs3436,0
nxpucs3437,0
nxpucs3438,2
nxpucs3439,4
nxpucs3440,4
nxpucs3441,2
nxpucs3442,1
nxpucs3443,0
nxpucs3444,0
nxpucs3445,2
nxpucs3446,2
nxpucs3447,2
nxpucs3448,3
nxpucs3449,0
nxpucs3450,0
nxpucs3451,3
nxpucs3452,2
nxpucs3453,0
nxpucs3454,4
nxpucs3455,0
nxpucs3456,0
nxpucs3457,0
nxpucs3458,0
nxpucs3459,4
nxpucs3460,2
nxpucs3461,4
nxpucs3462,2
nxpucs3463,0
nxpucs3464,4
nxpucs3465,0
nxpucs3466,2
nxpucs3467,4
nxpucs3468,1
nxpucs3469,0
nxpucs3470,0
nxpucs3471,4
nxpucs3472,1
nxpucs3473,4
nxpucs3474,4
nxpucs3475,3
nxpucs3476,2
nxpucs3477,3
nxpucs3478,0
nxpucs3479,2
nxpucs3480,0
nxpucs3481,4
nxpucs3482,0
nxpucs3483,0
nxpucs3484,4
nxpucs3485,4
nxpucs3486,3
nxpucs3487,4
nxpucs3488,1
nxpucs3489,4
nxpucs3490,2
nxpucs3491,4
nxpucs3492,3
nxpucs3493,4
nxpucs3494,4
nxpucs3495,0
nxpucs3496,2
nxpucs3497,3
nxpucs3498,2
nxpucs3499,0
nxpucs3500,3
nxpucs3501,0
nxpucs3502,2
nxpucs3503,0
nxpucs3504,0
nxpucs3505,1
nxpucs3506,4
nxpucs3507,4
nxpucs3508,3
nxpucs3509,0
nxpucs3510,1
nxpucs3511,2
nxpucs3512,0
nxpucs3513,1
nxpucs3514,4
nxpucs3515,0
nxpucs3516,3
nxpucs3517,2
nxpucs3518,0
nxpucs3519,0
nxpucs3520,4
nxpucs3521,3
nxpucs3522,0
nxpucs3523,0
nxpucs3524,3
nxpucs3525,4
nxpucs3526,0
nxpucs3527,0
nxpucs3528,1
nxpucs3529,0
nxpucs3530,0
nxpucs3531,0
nxpucs3532,0
nxpucs3533,2
nxpucs3534,2
nxpucs3535,3
nxpucs3536,4
nxpucs3537,2
nxpucs3538,2
nxpucs3539,2
nxpucs3540,2
nxpucs3541,3
nxpucs3542,0
nxpucs3543,1
nxpucs3544,1
nxpucs3545,4
nxpucs3546,2
nxpucs3547,4
nxpucs3548,3
nxpucs3549,2
nxpucs3550,0
nxpucs3551,1
nxpucs3552,4
nxpucs3553,1
nxpucs3554,2
nxpucs3555,1
nxpucs3556,4
nxpucs3557,4
nxpucs3558,2
nxpucs3559,0
nxpucs3560,1
nxpucs3561,4
nxpucs3562,0
nxpucs3563,0
nxpucs3564,3
nxpucs3565,3
nxpucs3566,1
nxpucs3567,3
nxpucs3568,4
nxpucs3569,1
nxpucs3570,0
nxpucs3571,2
nxpucs3572,1
nxpucs3573,0
nxpucs3574,3
nxpucs3575,3
nxpucs3576,4
nxpucs3577,4
nxpucs3578,2
nxpucs3579,0
nxpucs3580,3
nxpucs3581,0
nxpucs3582,0
nxpucs3583,1
nxpucs3584,1
nxpucs3585,2
nxpucs3586,0
nxpucs3587,1
nxpucs3588,1
nxpucs3589,2
nxpucs3590,2
nxpucs3591,2
nxpucs3592,1
nxpucs3593,1
nxpucs3594,4
nxpucs3595,1
nxpucs3596,0
nxpucs3597,3
nxpucs3598,1
nxpucs3599,4
nxpucs3600,2
nxpucs3601,1
nxpucs3602,0
nxpucs3603,2
nxpucs3604,0
nxpucs3605,2
nxpucs3606,2
nxpucs3607,3
nxpucs3608,3
nxpucs3609,4
nxpucs3610,0
nxpucs3611,0
nxpucs3612,0
nxpucs3613,4
nxpucs3614,0
nxpucs3615,3
nxpucs3616,2
nxpucs3617,2
nxpucs3618,0
nxpucs3619,1
nxpucs3620,0
nxpucs3621,0
nxpucs3622,3
nxpucs3623,2
nxpucs3624,1
nxpucs3625,2
nxpucs3626,4
nxpucs3627,4
nxpucs3628,2
nxpucs3629,2
nxpucs3630,1
nxpucs3631,4
nxpucs3632,2
nxpucs3633,1
nxpucs3634,4
nxpucs3635,0
nxpucs3636,4
nxpucs3637,4
nxpucs3638,4
nxpucs3639,0
nxpucs3640,4
nxpucs3641,4
nxpucs3642,0
nxpucs3643,0
nxpucs3644,0
nxpucs3645,1
nxpucs3646,0
nxpucs3647,4
nxpucs3648,2
nxpucs3649,3
nxpucs3650,1
nxpucs3651,4
nxpucs3652,4
nxpucs3653,1
nxpucs3654,1
nxpucs3655,2
nxpucs3656,2
nxpucs3657,0
nxpucs3658,2
nxpucs3659,2
nxpucs3660,2
nxpucs3661,3
nxpucs3662,1
nxpucs3663,0
nxpucs3664,4
nxpucs3665,4
nxpucs3666,1
nxpucs3667,4
nxpucs3668,2
nxpucs3669,3
nxpucs3670,1
nxpucs3671,0
nxpucs3672,3
nxpucs3673,0
nxpucs3674,0
nxpucs3675,4
nxpucs3676,0
nxpucs3677,0
nxpucs3678,1
nxpucs3679,3
nxpucs3680,3
nxpucs3681,4
nxpucs3682,2
nxpucs3683,1
nxpucs3684,4
nxpucs3685,3
nxpucs3686,1
nxpucs3687,0
nxpucs3688,3
nxpucs3689,0
nxpucs3690,2
nxpucs3691,3
nxpucs3692,0
nxpucs3693,4
nxpucs3694,0
nxpucs3695,4
nxpucs3696,3
nxpucs3697,0
nxpucs3698,3
nxpucs3699,1
nxpucs3700,3
nxpucs3701,2
nxpucs3702,3
nxpucs3703,2
nxpucs3704,2
nxpucs3705,1
nxpucs3706,0
nxpucs3707,2
nxpucs3708,2
nxpucs3709,0
nxpucs3710,0
nxpucs3711,2
nxpucs3712,3
nxpucs3713,4
nxpucs3714,1
nxpucs3715,4
nxpucs3716,1
nxpucs3717,1
nxpucs3718,1
nxpucs3719,1
nxpucs3720,1
nxpucs3721,1
nxpucs3722,1
nxpucs3723,3
nxpucs3724,1
nxpucs3725,4
nxpucs3726,3
nxpucs3727,4
nxpucs3728,0
nxpucs3729,4
nxpucs3730,3
nxpucs3731,3
nxpucs3732,2
nxpucs3733,0
nxpucs3734,0
nxpucs3735,4
nxpucs3736,3
nxpucs3737,4
nxpucs3738,1
nxpucs3739,0
nxpucs3740,0
nxpucs3741,0
nxpucs3742,1
nxpucs3743,4
nxpucs3744,4
nxpucs3745,2
nxpucs3746,4
nxpucs3747,2
nxpucs3748,3
nxpucs3749,4
nxpucs3750,0
nxpucs3751,3
nxpucs3752,2
nxpucs3753,0
nxpucs3754,3
nxpucs3755,2
nxpucs3756,4
nxpucs3757,1
nxpucs3758,0
nxpucs3759,2
nxpucs3760,0
nxpucs3761,1
nxpucs3762,0
nxpucs3763,0
nxpucs3764,2
nxpucs3765,0
nxpucs3766,1
nxpucs3767,2
nxpucs3768,2
nxpucs3769,1
nxpucs3770,2
nxpucs3771,4
nxpucs3772,4
nxpucs3773,2
nxpucs3774,0
nxpucs3775,2
nxpucs3776,0
nxpucs3777,0
nxpucs3778,2
nxpucs3779,4
nxpucs3780,0
nxpucs3781,0
nxpucs3782,3
nxpucs3783,4
nxpucs3784,1
nxpucs3785,1
nxpucs3786,0
nxpucs3787,0
nxpucs3788,2
nxpucs3789,1
nxpucs3790,2
nxpucs3791,2
nxpucs3792,0
nxpucs3793,4
nxpucs3794,0
nxpucs3795,2
nxpucs3796,1
nxpucs3797,1
nxpucs3798,0
nxpucs3799,3
nxpucs3800,0
nxpucs3801,4
nxpucs3802,1
nxpucs3803,0
nxpucs3804,4
nxpucs3805,0
nxpucs3806,0
nxpucs3807,2
nxpucs3808,0
nxpucs3809,0
nxpucs3810,4
nxpucs3811,4
nxpucs3812,1
nxpucs3813,2
nxpucs3814,4
nxpucs3815,0
nxpucs3816,4
nxpucs3817,1
nxpucs3818,3
nxpucs3819,1
nxpucs3820,0
nxpucs3821,2
nxpucs3822,3
nxpucs3823,4
nxpucs3824,2
nxpucs3825,0
nxpucs3826,0
nxpucs3827,1
nxpucs3828,1
nxpucs3829,4
nxpucs3830,2
nxpucs3831,4
nxpucs3832,1
nxpucs3833,2
nxpucs3834,2
nxpucs3835,3
nxpucs3836,0
nxpucs3837,0
nxpucs3838,2
nxpucs3839,0
nxpucs3840,4
nxpucs3841,2
nxpucs3842,0
nxpucs3843,0
nxpucs3844,4
nxpucs3845,0
nxpucs3846,4
nxpucs3847,1
nxpucs3848,0
nxpucs3849,0
nxpucs3850,1
nxpucs3851,0
nxpucs3852,0
nxpucs3853,0
nxpucs3854,2
nxpucs3855,1
nxpucs3856,2
nxpucs3857,1
nxpucs3858,1
nxpucs3859,4
nxpucs3860,3
nxpucs3861,1
nxpucs3862,1
nxpucs3863,1
nxpucs3864,3
nxpucs3865,0
nxpucs3866,3
nxpucs3867,3
nxpucs3868,3
nxpucs3869,3
nxpucs3870,3
nxpucs3871,1
nxpucs3872,4
nxpucs3873,2
nxpucs3874,2
nxpucs3875,4
nxpucs3876,2
nxpucs3877,4
nxpucs3878,0
nxpucs3879,4
nxpucs3880,1
nxpucs3881,4
nxpucs3882,0
nxpucs3883,3
nxpucs3884,4
nxpucs3885,1
nxpucs3886,3
nxpucs3887,0
nxpucs3888,0
nxpucs3889,2
nxpucs3890,0
nxpucs3891,4
nxpucs3892,2
nxpucs3893,4
nxpucs3894,0
nxpucs3895,4
nxpucs3896,1
nxpucs3897,1
nxpucs3898,0
nxpucs3899,0
nxpucs3900,1
nxpucs3901,2
nxpucs3902,0
nxpucs3903,0
nxpucs3904,2
nxpucs3905,0
nxpucs3906,0
nxpucs3907,4
nxpucs3908,2
nxpucs3909,4
nxpucs3910,2
nxpucs3911,3
nxpucs3912,0
nxpucs3913,2
nxpucs3914,2
nxpucs3915,1
nxpucs3916,2
nxpucs3917,0
nxpucs3918,2
nxpucs3919,2
nxpucs3920,0
nxpucs3921,2
nxpucs3922,0
nxpucs3923,4
nxpucs3924,4
nxpucs3925,0
nxpucs3926,3
nxpucs3927,1
nxpucs3928,3
nxpucs3929,0
nxpucs3930,2
nxpucs3931,0
nxpucs3932,3
nxpucs3933,4
nxpucs3934,1
nxpucs3935,2
nxpucs3936,0
nxpucs3937,0
nxpucs3938,0
nxpucs3939,2
nxpucs3940,3
nxpucs3941,1
nxpucs3942,0
nxpucs3943,0
nxpucs3944,1
nxpucs3945,4
nxpucs3946,1
nxpucs3947,4
nxpucs3948,0
nxpucs3949,0
nxpucs3950,0
nxpucs3951,0
nxpucs3952,1
nxpucs3953,0
nxpucs3954,0
nxpucs3955,4
nxpucs3956,2
nxpucs3957,4
nxpucs3958,3
nxpucs3959,3
nxpucs3960,1
nxpucs3961,1
nxpucs3962,1
nxpucs3963,3
nxpucs3964,3
nxpucs3965,4
nxpucs3966,0
nxpucs3967,0
nxpucs3968,0
nxpucs3969,0
nxpucs3970,1
nxpucs3971,0
nxpucs3972,3
nxpucs3973,0
nxpucs3974,1
nxpucs3975,2
nxpucs3976,4
nxpucs3977,0
nxpucs3978,2
nxpucs3979,3
nxpucs3980,2
nxpucs3981,3
nxpucs3982,4
nxpucs3983,4
nxpucs3984,0
nxpucs3985,1
nxpucs3986,4
nxpucs3987,1
nxpucs3988,0
nxpucs3989,1
nxpucs3990,0
nxpucs3991,4
nxpucs3992,0
nxpucs3993,4
nxpucs3994,0
nxpucs3995,1
nxpucs3996,2
nxpucs3997,2
nxpucs3998,0
nxpucs3999,3
nxpucs4000,0
nxpucs4001,4
nxpucs4002,4
nxpucs4003,4
nxpucs4004,2
nxpucs4005,1
nxpucs4006,2
nxpucs4007,2
nxpucs4008,2
nxpucs4009,0
nxpucs4010,2
nxpucs4011,2
nxpucs4012,4
nxpucs4013,4
nxpucs4014,1
nxpucs4015,2
nxpucs4016,0
nxpucs4017,4
nxpucs4018,2
nxpucs4019,3
nxpucs4020,2
nxpucs4021,2
nxpucs4022,4
nxpucs4023,4
nxpucs4024,1
nxpucs4025,0
nxpucs4026,0
nxpucs4027,4
nxpucs4028,0
nxpucs4029,2
nxpucs4030,0
nxpucs4031,2
nxpucs4032,4
nxpucs4033,4
nxpucs4034,3
nxpucs4035,1
nxpucs4036,0
nxpucs4037,0
nxpucs4038,3
nxpucs4039,0
nxpucs4040,0
nxpucs4041,4
nxpucs4042,3
nxpucs4043,4
nxpucs4044,2
nxpucs4045,3
nxpucs4046,4
nxpucs4047,3
nxpucs4048,3
nxpucs4049,4
nxpucs4050,2
nxpucs4051,3
nxpucs4052,2
nxpucs4053,3
nxpucs4054,4
nxpucs4055,2
nxpucs4056,1
nxpucs4057,0
nxpucs4058,2
nxpucs4059,2
nxpucs4060,0
nxpucs4061,2
nxpucs4062,2
nxpucs4063,4
nxpucs4064,2
nxpucs4065,0
nxpucs4066,3
nxpucs4067,0
nxpucs4068,4
nxpucs4069,2
nxpucs4070,3
nxpucs4071,2
nxpucs4072,2
nxpucs4073,1
nxpucs4074,3
nxpucs4075,3
nxpucs4076,4
nxpucs4077,2
nxpucs4078,0
nxpucs4079,0
nxpucs4080,0
nxpucs4081,1
nxpucs4082,0
nxpucs4083,4
nxpucs4084,2
nxpucs4085,2
nxpucs4086,2
nxpucs4087,1
nxpucs4088,1
nxpucs4089,0
nxpucs4090,4
nxpucs4091,0
nxpucs4092,4
nxpucs4093,0
nxpucs4094,3
nxpucs4095,2
nxpucs4096,4
nxpucs4097,0
nxpucs4098,1
nxpucs4099,3
nxpucs4100,1
nxpucs4101,3
nxpucs4102,0
nxpucs4103,2
nxpucs4104,0
nxpucs4105,4
nxpucs4106,2
nxpucs4107,1
nxpucs4108,4
nxpucs4109,0
nxpucs4110,3
nxpucs4111,3
nxpucs4112,2
nxpucs4113,2
nxpucs4114,1
nxpucs4115,1
nxpucs4116,0
nxpucs4117,4
nxpucs4118,3
nxpucs4119,1
nxpucs4120,4
nxpucs4121,0
nxpucs4122,0
nxpucs4123,1
nxpucs4124,0
nxpucs4125,4
nxpucs4126,4
nxpucs4127,1
nxpucs4128,2
nxpucs4129,0
nxpucs4130,0
nxpucs4131,0
nxpucs4132,1
nxpucs4133,3
nxpucs4134,2
nxpucs4135,4
nxpucs4136,4
nxpucs4137,0
nxpucs4138,1
nxpucs4139,0
nxpucs4140,2
nxpucs4141,4
nxpucs4142,3
nxpucs4143,3
nxpucs4144,0
nxpucs4145,2
nxpucs4146,0
nxpucs4147,4
nxpucs4148,1
nxpucs4149,0
nxpucs4150,4
nxpucs4151,1
nxpucs4152,0
nxpucs4153,0
nxpucs4154,0
nxpucs4155,0
nxpucs4156,1
nxpucs4157,0
nxpucs4158,0
nxpucs4159,4
nxpucs4160,0
nxpucs4161,3
nxpucs4162,0
nxpucs4163,2
nxpucs4164,4
nxpucs4165,0
nxpucs4166,4
nxpucs4167,0
nxpucs4168,4
nxpucs4169,0
nxpucs4170,4
nxpucs4171,4
nxpucs4172,3
nxpucs4173,0
nxpucs4174,4
nxpucs4175,3
nxpucs4176,3
nxpucs4177,0
nxpucs4178,4
nxpucs4179,3
nxpucs4180,3
nxpucs4181,2
nxpucs4182,2
nxpucs4183,0
nxpucs4184,3
nxpucs4185,0
nxpucs4186,0
nxpucs4187,0
nxpucs4188,2
nxpucs4189,0
nxpucs4190,2
nxpucs4191,0
nxpucs4192,2
nxpucs4193,3
nxpucs4194,1
nxpucs4195,2
nxpucs4196,0
nxpucs4197,2
nxpucs4198,3
nxpucs4199,4
nxpucs4200,2
nxpucs4201,0
nxpucs4202,0
nxpucs4203,4
nxpucs4204,2
nxpucs4205,1
nxpucs4206,1
nxpucs4207,0
nxpucs4208,0
nxpucs4209,4
nxpucs4210,2
nxpucs4211,0
nxpucs4212,4
nxpucs4213,1
nxpucs4214,0
nxpucs4215,3
nxpucs4216,0
nxpucs4217,3
nxpucs4218,0
nxpucs4219,4
nxpucs4220,1
nxpucs4221,0
nxpucs4222,2
nxpucs4223,2
nxpucs4224,2
nxpucs4225,2
nxpucs4226,3
nxpucs4227,2
nxpucs4228,2
nxpucs4229,4
nxpucs4230,0
nxpucs4231,2
nxpucs4232,0
nxpucs4233,2
nxpucs4234,0
nxpucs4235,2
nxpucs4236,3
nxpucs4237,2
nxpucs4238,0
nxpucs4239,2
nxpucs4240,3
nxpucs4241,0
nxpucs4242,0
nxpucs4243,2
nxpucs4244,0
nxpucs4245,1
nxpucs4246,0
nxpucs4247,4
nxpucs4248,3
nxpucs4249,0
nxpucs4250,4
nxpucs4251,0
nxpucs4252,3
nxpucs4253,0
nxpucs4254,4
nxpucs4255,1
nxpucs4256,0
nxpucs4257,0
nxpucs4258,0
nxpucs4259,4
nxpucs4260,2
nxpucs4261,4
nxpucs4262,3
nxpucs4263,4
nxpucs4264,4
nxpucs4265,1
nxpucs4266,0
nxpucs4267,4
nxpucs4268,0
nxpucs4269,0
nxpucs4270,4
nxpucs4271,2
nxpucs4272,2
nxpucs4273,2
nxpucs4274,2
nxpucs4275,1
nxpucs4276,4
nxpucs4277,4
nxpucs4278,0
nxpucs4279,2
nxpucs4280,1
nxpucs4281,1
nxpucs4282,0
nxpucs4283,2
nxpucs4284,2
nxpucs4285,4
nxpucs4286,4
nxpucs4287,3
nxpucs4288,0
nxpucs4289,3
nxpucs4290,4
nxpucs4291,0
nxpucs4292,2
nxpucs4293,3
nxpucs4294,0
nxpucs4295,2
nxpucs4296,2
nxpucs4297,3
nxpucs4298,0
nxpucs4299,2
nxpucs4300,2
nxpucs4301,0
nxpucs4302,0
nxpucs4303,1
nxpucs4304,4
nxpucs4305,2
nxpucs4306,1
nxpucs4307,2
nxpucs4308,1
nxpucs4309,4
nxpucs4310,1
nxpucs4311,3
nxpucs4312,0
nxpucs4313,0
nxpucs4314,4
nxpucs4315,2
nxpucs4316,4
nxpucs4317,0
nxpucs4318,4
nxpucs4319,4
nxpucs4320,2
nxpucs4321,2
nxpucs4322,2
nxpucs4323,2
nxpucs4324,0
nxpucs4325,4
nxpucs4326,0
nxpucs4327,4
nxpucs4328,0
nxpucs4329,0
nxpucs4330,0
nxpucs4331,2
nxpucs4332,2
nxpucs4333,2
nxpucs4334,4
nxpucs4335,2
nxpucs4336,3
nxpucs4337,1
nxpucs4338,2
nxpucs4339,2
nxpucs4340,1
nxpucs4341,4
nxpucs4342,0
nxpucs4343,4
nxpucs4344,1
nxpucs4345,2
nxpucs4346,2
nxpucs4347,3
nxpucs4348,4
nxpucs4349,2
nxpucs4350,0
nxpucs4351,1
nxpucs4352,4
nxpucs4353,2
nxpucs4354,4
nxpucs4355,2
nxpucs4356,0
nxpucs4357,0
nxpucs4358,2
nxpucs4359,4
nxpucs4360,1
nxpucs4361,0
nxpucs4362,4
nxpucs4363,2
nxpucs4364,1
nxpucs4365,4
nxpucs4366,0
nxpucs4367,4
nxpucs4368,0
nxpucs4369,3
nxpucs4370,0
nxpucs4371,2
nxpucs4372,4
nxpucs4373,1
nxpucs4374,1
nxpucs4375,0
nxpucs4376,4
nxpucs4377,0
nxpucs4378,4
nxpucs4379,4
nxpucs4380,2
nxpucs4381,4
nxpucs4382,1
nxpucs4383,4
nxpucs4384,2
nxpucs4385,3
nxpucs4386,3
nxpucs4387,0
nxpucs4388,0
nxpucs4389,2
nxpucs4390,2
nxpucs4391,2
nxpucs4392,0
nxpucs4393,2
nxpucs4394,4
nxpucs4395,0
nxpucs4396,4
nxpucs4397,0
nxpucs4398,0
