id,target
nxpucs3464,0
nxpucs3465,1
nxpucs3466,0
nxpucs3467,0
nxpucs3468,0
nxpucs3469,0
nxpucs3470,0
nxpucs3471,1
nxpucs3472,0
nxpucs3473,1
nxpucs3474,1
nxpucs3475,1
nxpucs3476,0
nxpucs3477,1
nxpucs3478,1
nxpucs3479,1
nxpucs3480,1
nxpucs3481,0
nxpucs3482,1
nxpucs3483,1
nxpucs3484,1
nxpucs3485,0
nxpucs3486,1
nxpucs3487,1
nxpucs3488,1
nxpucs3489,0
nxpucs3490,1
nxpucs3491,1
nxpucs3492,1
nxpucs3493,1
nxpucs3494,1
nxpucs3495,0
nxpucs3496,1
nxpucs3497,1
nxpucs3498,1
nxpucs3499,1
nxpucs3500,1
nxpucs3501,1
nxpucs3502,1
nxpucs3503,1
nxpucs3504,1
nxpucs3505,1
nxpucs3506,1
nxpucs3507,1
nxpucs3508,1
nxpucs3509,1
nxpucs3510,1
nxpucs3511,1
nxpucs3512,1
nxpucs3513,1
nxpucs3514,1
nxpucs3515,1
nxpucs3516,0
nxpucs3517,1
nxpucs3518,1
nxpucs3519,1
nxpucs3520,1
nxpucs3521,1
nxpucs3522,0
nxpucs3523,1
nxpucs3524,1
nxpucs3525,1
nxpucs3526,1
nxpucs3527,1
nxpucs3528,1
nxpucs3529,1
nxpucs3530,1
nxpucs3531,1
nxpucs3532,1
nxpucs3533,1
nxpucs3534,0
nxpucs3535,1
nxpucs3536,0
nxpucs3537,0
nxpucs3538,1
nxpucs3539,0
nxpucs3540,1
nxpucs3541,1
nxpucs3542,0
nxpucs3543,1
nxpucs3544,1
nxpucs3545,1
nxpucs3546,1
nxpucs3547,1
nxpucs3548,1
nxpucs3549,1
nxpucs3550,1
nxpucs3551,0
nxpucs3552,1
nxpucs3553,1
nxpucs3554,1
nxpucs3555,1
nxpucs3556,1
nxpucs3557,1
nxpucs3558,1
nxpucs3559,1
nxpucs3560,1
nxpucs3561,1
nxpucs3562,1
nxpucs3563,1
nxpucs3564,1
nxpucs3565,1
nxpucs3566,1
nxpucs3567,0
nxpucs3568,1
nxpucs3569,1
nxpucs3570,1
nxpucs3571,1
nxpucs3572,1
nxpucs3573,1
nxpucs3574,0
nxpucs3575,1
nxpucs3576,1
nxpucs3577,1
nxpucs3578,1
nxpucs3579,1
nxpucs3580,1
nxpucs3581,0
nxpucs3582,1
nxpucs3583,0
nxpucs3584,0
nxpucs3585,1
nxpucs3586,1
nxpucs3587,1
nxpucs3588,1
nxpucs3589,0
nxpucs3590,1
nxpucs3591,0
nxpucs3592,0
nxpucs3593,0
nxpucs3594,1
nxpucs3595,0
nxpucs3596,1
nxpucs3597,1
nxpucs3598,1
nxpucs3599,1
nxpucs3600,1
nxpucs3601,1
nxpucs3602,1
nxpucs3603,0
nxpucs3604,1
nxpucs3605,1
nxpucs3606,1
nxpucs3607,1
nxpucs3608,1
nxpucs3609,1
nxpucs3610,1
nxpucs3611,1
nxpucs3612,1
nxpucs3613,0
nxpucs3614,0
nxpucs3615,1
nxpucs3616,1
nxpucs3617,1
nxpucs3618,0
nxpucs3619,1
nxpucs3620,1
nxpucs3621,1
nxpucs3622,0
nxpucs3623,0
nxpucs3624,0
nxpucs3625,1
nxpucs3626,1
nxpucs3627,1
nxpucs3628,1
nxpucs3629,1
nxpucs3630,1
nxpucs3631,1
nxpucs3632,0
nxpucs3633,1
nxpucs3634,1
nxpucs3635,1
nxpucs3636,1
nxpucs3637,1
nxpucs3638,0
nxpucs3639,0
nxpucs3640,1
nxpucs3641,1
nxpucs3642,1
nxpucs3643,1
nxpucs3644,1
nxpucs3645,1
nxpucs3646,1
nxpucs3647,1
nxpucs3648,1
nxpucs3649,1
nxpucs3650,0
nxpucs3651,1
nxpucs3652,1
nxpucs3653,0
nxpucs3654,1
nxpucs3655,1
nxpucs3656,0
nxpucs3657,1
nxpucs3658,1
nxpucs3659,1
nxpucs3660,1
nxpucs3661,1
nxpucs3662,1
nxpucs3663,1
nxpucs3664,1
nxpucs3665,1
nxpucs3666,1
nxpucs3667,1
nxpucs3668,1
nxpucs3669,1
nxpucs3670,0
nxpucs3671,1
nxpucs3672,1
nxpucs3673,1
nxpucs3674,1
nxpucs3675,0
nxpucs3676,1
nxpucs3677,1
nxpucs3678,0
nxpucs3679,1
nxpucs3680,1
nxpucs3681,1
nxpucs3682,1
nxpucs3683,1
nxpucs3684,1
nxpucs3685,1
nxpucs3686,1
nxpucs3687,1
nxpucs3688,0
nxpucs3689,0
nxpucs3690,1
nxpucs3691,0
nxpucs3692,0
nxpucs3693,1
nxpucs3694,0
nxpucs3695,1
nxpucs3696,0
nxpucs3697,1
nxpucs3698,1
nxpucs3699,1
nxpucs3700,1
nxpucs3701,1
nxpucs3702,1
nxpucs3703,1
nxpucs3704,1
nxpucs3705,0
nxpucs3706,1
nxpucs3707,1
nxpucs3708,0
nxpucs3709,1
nxpucs3710,1
nxpucs3711,1
nxpucs3712,0
nxpucs3713,1
nxpucs3714,1
nxpucs3715,1
nxpucs3716,1
nxpucs3717,0
nxpucs3718,1
nxpucs3719,1
nxpucs3720,1
nxpucs3721,1
nxpucs3722,1
nxpucs3723,1
nxpucs3724,1
nxpucs3725,1
nxpucs3726,0
nxpucs3727,1
nxpucs3728,1
nxpucs3729,0
nxpucs3730,0
nxpucs3731,1
nxpucs3732,1
nxpucs3733,1
nxpucs3734,1
nxpucs3735,0
nxpucs3736,1
nxpucs3737,1
nxpucs3738,1
nxpucs3739,1
nxpucs3740,1
nxpucs3741,0
nxpucs3742,0
nxpucs3743,0
nxpucs3744,1
nxpucs3745,1
nxpucs3746,1
nxpucs3747,0
nxpucs3748,1
nxpucs3749,1
nxpucs3750,0
nxpucs3751,1
nxpucs3752,1
nxpucs3753,1
nxpucs3754,1
nxpucs3755,1
nxpucs3756,1
nxpucs3757,1
nxpucs3758,1
nxpucs3759,0
nxpucs3760,0
nxpucs3761,1
nxpucs3762,1
nxpucs3763,1
nxpucs3764,1
nxpucs3765,1
nxpucs3766,1
nxpucs3767,0
nxpucs3768,1
nxpucs3769,1
nxpucs3770,1
nxpucs3771,1
nxpucs3772,1
nxpucs3773,0
nxpucs3774,1
nxpucs3775,1
nxpucs3776,0
nxpucs3777,1
nxpucs3778,1
nxpucs3779,1
nxpucs3780,1
nxpucs3781,0
nxpucs3782,0
nxpucs3783,0
nxpucs3784,1
nxpucs3785,1
nxpucs3786,1
nxpucs3787,0
nxpucs3788,1
nxpucs3789,1
nxpucs3790,0
nxpucs3791,1
nxpucs3792,1
nxpucs3793,1
nxpucs3794,0
nxpucs3795,0
nxpucs3796,1
nxpucs3797,1
nxpucs3798,1
nxpucs3799,1
nxpucs3800,1
nxpucs3801,0
nxpucs3802,1
nxpucs3803,1
nxpucs3804,1
nxpucs3805,1
nxpucs3806,1
nxpucs3807,1
nxpucs3808,0
nxpucs3809,1
nxpucs3810,0
nxpucs3811,1
nxpucs3812,1
nxpucs3813,1
nxpucs3814,1
nxpucs3815,0
nxpucs3816,0
nxpucs3817,1
nxpucs3818,1
nxpucs3819,1
nxpucs3820,1
nxpucs3821,1
nxpucs3822,1
nxpucs3823,1
nxpucs3824,1
nxpucs3825,1
nxpucs3826,0
nxpucs3827,1
nxpucs3828,1
nxpucs3829,1
nxpucs3830,0
nxpucs3831,1
nxpucs3832,0
nxpucs3833,1
nxpucs3834,0
nxpucs3835,1
nxpucs3836,1
nxpucs3837,1
nxpucs3838,1
nxpucs3839,1
nxpucs3840,1
nxpucs3841,1
nxpucs3842,1
nxpucs3843,1
nxpucs3844,0
nxpucs3845,0
nxpucs3846,1
nxpucs3847,1
nxpucs3848,1
nxpucs3849,0
nxpucs3850,1
nxpucs3851,1
nxpucs3852,0
nxpucs3853,1
nxpucs3854,1
nxpucs3855,0
nxpucs3856,1
nxpucs3857,0
nxpucs3858,1
nxpucs3859,1
nxpucs3860,1
nxpucs3861,1
nxpucs3862,1
nxpucs3863,1
nxpucs3864,1
nxpucs3865,1
nxpucs3866,1
nxpucs3867,1
nxpucs3868,1
nxpucs3869,0
nxpucs3870,1
nxpucs3871,0
nxpucs3872,0
nxpucs3873,0
nxpucs3874,1
nxpucs3875,0
nxpucs3876,1
nxpucs3877,1
nxpucs3878,0
nxpucs3879,1
nxpucs3880,1
nxpucs3881,1
nxpucs3882,0
nxpucs3883,1
nxpucs3884,1
nxpucs3885,1
nxpucs3886,1
nxpucs3887,1
nxpucs3888,0
nxpucs3889,1
nxpucs3890,1
nxpucs3891,1
nxpucs3892,1
nxpucs3893,1
nxpucs3894,0
nxpucs3895,1
nxpucs3896,1
nxpucs3897,1
nxpucs3898,1
nxpucs3899,1
nxpucs3900,1
nxpucs3901,1
nxpucs3902,1
nxpucs3903,1
nxpucs3904,1
nxpucs3905,0
nxpucs3906,0
nxpucs3907,1
nxpucs3908,1
nxpucs3909,1
nxpucs3910,1
nxpucs3911,0
nxpucs3912,0
nxpucs3913,1
nxpucs3914,1
nxpucs3915,0
nxpucs3916,1
nxpucs3917,0
nxpucs3918,1
nxpucs3919,1
nxpucs3920,1
nxpucs3921,0
nxpucs3922,1
nxpucs3923,1
nxpucs3924,1
nxpucs3925,1
nxpucs3926,1
nxpucs3927,0
nxpucs3928,1
nxpucs3929,1
nxpucs3930,0
nxpucs3931,1
nxpucs3932,1
nxpucs3933,1
nxpucs3934,1
nxpucs3935,1
nxpucs3936,0
nxpucs3937,1
nxpucs3938,1
nxpucs3939,0
nxpucs3940,0
nxpucs3941,1
nxpucs3942,1
nxpucs3943,1
nxpucs3944,1
nxpucs3945,1
nxpucs3946,1
nxpucs3947,1
nxpucs3948,1
nxpucs3949,1
nxpucs3950,1
nxpucs3951,1
nxpucs3952,0
nxpucs3953,1
nxpucs3954,1
nxpucs3955,1
nxpucs3956,1
nxpucs3957,1
nxpucs3958,1
nxpucs3959,1
nxpucs3960,0
nxpucs3961,1
nxpucs3962,0
nxpucs3963,1
nxpucs3964,0
nxpucs3965,1
nxpucs3966,0
nxpucs3967,1
nxpucs3968,1
nxpucs3969,0
nxpucs3970,1
nxpucs3971,1
nxpucs3972,1
nxpucs3973,1
nxpucs3974,1
nxpucs3975,1
nxpucs3976,1
nxpucs3977,1
nxpucs3978,1
nxpucs3979,1
nxpucs3980,1
nxpucs3981,1
nxpucs3982,0
nxpucs3983,1
nxpucs3984,0
nxpucs3985,1
nxpucs3986,0
nxpucs3987,1
nxpucs3988,1
nxpucs3989,1
nxpucs3990,1
nxpucs3991,1
nxpucs3992,1
nxpucs3993,0
nxpucs3994,0
nxpucs3995,0
nxpucs3996,1
nxpucs3997,1
nxpucs3998,1
nxpucs3999,1
nxpucs4000,1
nxpucs4001,0
nxpucs4002,0
nxpucs4003,1
nxpucs4004,1
nxpucs4005,1
nxpucs4006,0
nxpucs4007,1
nxpucs4008,1
nxpucs4009,1
nxpucs4010,1
nxpucs4011,1
nxpucs4012,0
nxpucs4013,0
nxpucs4014,0
nxpucs4015,1
nxpucs4016,1
nxpucs4017,1
nxpucs4018,1
nxpucs4019,1
nxpucs4020,0
nxpucs4021,1
nxpucs4022,1
nxpucs4023,1
nxpucs4024,0
nxpucs4025,1
nxpucs4026,1
nxpucs4027,0
nxpucs4028,0
nxpucs4029,1
nxpucs4030,1
nxpucs4031,1
nxpucs4032,0
nxpucs4033,1
nxpucs4034,0
nxpucs4035,1
nxpucs4036,1
nxpucs4037,0
nxpucs4038,1
nxpucs4039,0
nxpucs4040,0
nxpucs4041,1
nxpucs4042,1
nxpucs4043,1
nxpucs4044,0
nxpucs4045,1
nxpucs4046,1
nxpucs4047,1
nxpucs4048,1
nxpucs4049,1
nxpucs4050,1
nxpucs4051,0
nxpucs4052,1
nxpucs4053,0
nxpucs4054,0
nxpucs4055,0
nxpucs4056,0
nxpucs4057,1
nxpucs4058,1
nxpucs4059,1
nxpucs4060,1
nxpucs4061,1
nxpucs4062,1
nxpucs4063,1
nxpucs4064,1
nxpucs4065,1
nxpucs4066,1
nxpucs4067,1
nxpucs4068,1
nxpucs4069,1
nxpucs4070,0
nxpucs4071,1
nxpucs4072,0
nxpucs4073,1
nxpucs4074,1
nxpucs4075,0
nxpucs4076,1
nxpucs4077,1
nxpucs4078,0
nxpucs4079,0
nxpucs4080,1
nxpucs4081,0
nxpucs4082,0
nxpucs4083,1
nxpucs4084,1
nxpucs4085,1
nxpucs4086,1
nxpucs4087,0
nxpucs4088,1
nxpucs4089,0
nxpucs4090,1
nxpucs4091,1
nxpucs4092,1
nxpucs4093,1
nxpucs4094,1
nxpucs4095,0
nxpucs4096,1
nxpucs4097,1
nxpucs4098,0
nxpucs4099,1
nxpucs4100,1
nxpucs4101,0
nxpucs4102,1
nxpucs4103,1
nxpucs4104,1
nxpucs4105,1
nxpucs4106,1
nxpucs4107,0
nxpucs4108,1
nxpucs4109,1
nxpucs4110,1
nxpucs4111,1
nxpucs4112,1
nxpucs4113,0
nxpucs4114,1
nxpucs4115,1
nxpucs4116,1
nxpucs4117,1
nxpucs4118,1
nxpucs4119,1
nxpucs4120,1
nxpucs4121,1
nxpucs4122,0
nxpucs4123,1
nxpucs4124,1
nxpucs4125,1
nxpucs4126,1
nxpucs4127,1
nxpucs4128,0
nxpucs4129,1
nxpucs4130,1
nxpucs4131,0
nxpucs4132,1
nxpucs4133,0
nxpucs4134,1
nxpucs4135,1
nxpucs4136,1
nxpucs4137,1
nxpucs4138,0
nxpucs4139,0
nxpucs4140,1
nxpucs4141,1
nxpucs4142,1
nxpucs4143,1
nxpucs4144,1
nxpucs4145,1
nxpucs4146,0
nxpucs4147,0
nxpucs4148,1
nxpucs4149,1
nxpucs4150,1
nxpucs4151,1
nxpucs4152,1
nxpucs4153,1
nxpucs4154,1
nxpucs4155,1
nxpucs4156,1
nxpucs4157,1
nxpucs4158,1
nxpucs4159,1
nxpucs4160,1
nxpucs4161,1
nxpucs4162,0
nxpucs4163,1
nxpucs4164,1
nxpucs4165,0
nxpucs4166,1
nxpucs4167,0
nxpucs4168,1
nxpucs4169,1
nxpucs4170,1
nxpucs4171,1
nxpucs4172,1
nxpucs4173,0
nxpucs4174,1
nxpucs4175,1
nxpucs4176,1
nxpucs4177,0
nxpucs4178,1
nxpucs4179,1
nxpucs4180,1
nxpucs4181,1
nxpucs4182,1
nxpucs4183,1
nxpucs4184,0
nxpucs4185,1
nxpucs4186,1
nxpucs4187,0
nxpucs4188,0
nxpucs4189,1
nxpucs4190,0
nxpucs4191,1
nxpucs4192,1
nxpucs4193,0
nxpucs4194,1
nxpucs4195,1
nxpucs4196,1
nxpucs4197,1
nxpucs4198,0
nxpucs4199,1
nxpucs4200,0
nxpucs4201,1
nxpucs4202,1
nxpucs4203,1
nxpucs4204,1
nxpucs4205,1
nxpucs4206,0
nxpucs4207,0
nxpucs4208,1
nxpucs4209,1
nxpucs4210,0
nxpucs4211,1
nxpucs4212,1
nxpucs4213,1
nxpucs4214,0
nxpucs4215,1
nxpucs4216,0
nxpucs4217,1
nxpucs4218,0
nxpucs4219,1
nxpucs4220,1
nxpucs4221,1
nxpucs4222,1
nxpucs4223,1
nxpucs4224,1
nxpucs4225,1
nxpucs4226,1
nxpucs4227,0
nxpucs4228,0
nxpucs4229,1
nxpucs4230,1
nxpucs4231,1
nxpucs4232,0
nxpucs4233,1
nxpucs4234,0
nxpucs4235,1
nxpucs4236,1
nxpucs4237,1
nxpucs4238,1
nxpucs4239,1
nxpucs4240,1
nxpucs4241,1
nxpucs4242,1
nxpucs4243,1
nxpucs4244,0
nxpucs4245,0
nxpucs4246,1
nxpucs4247,1
nxpucs4248,1
nxpucs4249,1
nxpucs4250,1
nxpucs4251,1
nxpucs4252,0
nxpucs4253,1
nxpucs4254,1
nxpucs4255,1
nxpucs4256,0
nxpucs4257,1
nxpucs4258,1
nxpucs4259,1
nxpucs4260,1
nxpucs4261,1
nxpucs4262,1
nxpucs4263,0
nxpucs4264,1
nxpucs4265,1
nxpucs4266,1
nxpucs4267,1
nxpucs4268,1
nxpucs4269,1
nxpucs4270,1
nxpucs4271,0
nxpucs4272,1
nxpucs4273,1
nxpucs4274,1
nxpucs4275,1
nxpucs4276,1
nxpucs4277,1
nxpucs4278,0
nxpucs4279,1
nxpucs4280,1
nxpucs4281,1
nxpucs4282,1
nxpucs4283,1
nxpucs4284,0
nxpucs4285,1
nxpucs4286,1
nxpucs4287,1
nxpucs4288,1
nxpucs4289,1
nxpucs4290,1
nxpucs4291,1
nxpucs4292,1
nxpucs4293,0
nxpucs4294,1
nxpucs4295,0
nxpucs4296,1
nxpucs4297,1
nxpucs4298,0
nxpucs4299,1
nxpucs4300,1
nxpucs4301,1
nxpucs4302,1
nxpucs4303,0
nxpucs4304,1
nxpucs4305,1
nxpucs4306,1
nxpucs4307,1
nxpucs4308,1
nxpucs4309,1
nxpucs4310,0
nxpucs4311,1
nxpucs4312,1
nxpucs4313,1
nxpucs4314,1
nxpucs4315,0
nxpucs4316,1
nxpucs4317,1
nxpucs4318,0
nxpucs4319,1
nxpucs4320,1
nxpucs4321,1
nxpucs4322,0
nxpucs4323,1
nxpucs4324,1
nxpucs4325,0
nxpucs4326,1
nxpucs4327,1
nxpucs4328,1
nxpucs4329,1
nxpucs4330,0
nxpucs4331,0
nxpucs4332,1
nxpucs4333,1
nxpucs4334,1
nxpucs4335,1
nxpucs4336,1
nxpucs4337,1
nxpucs4338,1
nxpucs4339,1
nxpucs4340,1
nxpucs4341,1
nxpucs4342,1
nxpucs4343,1
nxpucs4344,1
nxpucs4345,1
nxpucs4346,1
nxpucs4347,1
nxpucs4348,1
nxpucs4349,1
nxpucs4350,0
nxpucs4351,0
nxpucs4352,0
nxpucs4353,1
nxpucs4354,1
nxpucs4355,1
nxpucs4356,0
nxpucs4357,1
nxpucs4358,1
nxpucs4359,1
nxpucs4360,1
nxpucs4361,0
nxpucs4362,1
nxpucs4363,1
nxpucs4364,0
nxpucs4365,0
nxpucs4366,1
nxpucs4367,1
nxpucs4368,0
nxpucs4369,1
nxpucs4370,1
nxpucs4371,1
nxpucs4372,1
nxpucs4373,1
nxpucs4374,1
nxpucs4375,1
nxpucs4376,0
nxpucs4377,0
nxpucs4378,1
nxpucs4379,1
nxpucs4380,1
nxpucs4381,1
nxpucs4382,1
nxpucs4383,0
nxpucs4384,1
nxpucs4385,1
nxpucs4386,0
nxpucs4387,1
nxpucs4388,1
nxpucs4389,1
nxpucs4390,1
nxpucs4391,1
nxpucs4392,1
nxpucs4393,1
nxpucs4394,0
nxpucs4395,1
nxpucs4396,1
nxpucs4397,0
nxpucs4398,1
